User ID,Studio Profile ID,Classification,Completeness Score,Reasons,Recommended Action,Metadata
az6llkbyoxhwew0sha3hmnwg,cmfpsfqnw0049zjd002x6y1z2,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
jjco06f0k5n98e418w9szbnr,cmfpsfqo7004bzjd0s9r0i8re,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
zo51f7j4f5vu1i4du47jtsc8,zrc30ela6l9kpnbk9vmtwvna,NEEDS_UPDATE,85,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
bagrbscdjnig9lo06ai5sc21,j23ck1426mzflskrzoxwc8ta,NEEDS_UPDATE,70,"Missing key fields: phone, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""]}"
fsrwldgxpd2s7rws5h5up9c2,cmfpsfqos004dzjd023izawjn,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
ph97rbapsl9ztujjyegdn0yw,x9fwvhbv9wp3z3tzl123b0b8,NEEDS_UPDATE,70,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
merbgm1p6vvo76b040ez6hjf,ilw1emgj4m3s0vs1dpewugio,NEEDS_UPDATE,70,Missing key fields: services; URL issues: website_url: missing scheme,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""website_url: missing scheme""]}"
uyswtogi5zuklydhea5vj53i,v5e0gvpcdh4ucu334g19oaw0,NEEDS_UPDATE,65,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
uzkskz4b31sct0mvpsprxh6r,cmfpsfqp5004fzjd0403pu7jw,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
xfou0t5wl16jd0908ey3oss2,wh6uo8jzv018gd8z9p1ccndo,NEEDS_UPDATE,85,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
msahgeubgp2t9y2e62rxqin3,cmfpsfqpi004hzjd005c6xvki,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
ltq8bsqnqu6tapd6q2lfn3ze,cmfpsfqq2004jzjd0jxz5kayc,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
rdrab5e1m6823z22i48i8gdr,cmfpsfqqd004lzjd00j18xa4n,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
hvvu2ige1l7gcq4yzaoauesd,kkgkwko98fh3chg49k0lxxe7,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
l6frg09w3pk8ssto8q2t0gwg,cmfpsfqqq004nzjd0tisgm6du,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
xz5fc4mzvvydztui6y0wmtb6,b4kcayshisanvvt0l2hbx1y5,NEEDS_UPDATE,75,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
z7dlfumb2mc1qcwc724466ns,cmfpsfqr3004pzjd01gqgtv3p,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
sr06ir3zd6mz7pot12cyasa5,cmfpsfqri004rzjd09zw8wq1a,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
lvurqoaz946qjnivm7jltxkv,vzpw22mfse24tim0zvdwrs9b,NEEDS_UPDATE,75,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
y42wzfw0yhtwnm5fgjvqaj23,paip6qyu6kzfdyc50yv4hs6q,NEEDS_UPDATE,75,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
e0vlb4ydcgvdc9c4g0jbkq18,cmfpsfqrv004tzjd0yqbdoolp,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
zr5erjf7dui3kpgukawhc6mk,cmfpsfqs9004vzjd0yhpmihff,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
m99tdbnafq150ppxpx1tye9i,cmfpsfqsn004xzjd0u0qtkzf2,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
rzf74kpcj6bdvyhfelgi2voe,er38oeen8x6maphf1fjeymm1,NEEDS_UPDATE,60,"Missing key fields: phone, social_links, services; URL issues: website_url: missing scheme",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""social_links"",""services""],""url_issues"":[""website_url: missing scheme""]}"
dp7j4zwdvqwidckfth8p2cok,cmfpsfqt7004zzjd0j1u8t8g8,NEEDS_UPDATE,20,"Unusually short username or display name; Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""suspicious_name"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
cmfps9gn20003zjeomk6drzw2,cmfpsfqty0053zjd076lj2cky,NEEDS_UPDATE,70,"Missing key fields: social_links, services; URL issues: website_url: missing scheme",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""],""url_issues"":[""website_url: missing scheme""]}"
cmfps9gwb0006zjeo6ch18zjy,cmfpsfqu90055zjd0mfjthafk,EXCEPTION,65,"Missing key fields: city, services; Has coordinates but missing city",Reverse geocode coordinates to fill city,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""services""],""geodata_issue"":""coords_no_city""}"
cmfps9gxl0009zjeoc095a5hn,cmfpsfqul0057zjd0tj83zow5,NEEDS_UPDATE,70,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
cmfps9j4o000czjeo433bubop,cmfpsfqv20059zjd0y9cnfrfz,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9jb6000fzjeotf79rj9l,cmfpsfqve005bzjd0koc0r7o5,EXCEPTION,65,"Missing key fields: city, services; URL issues: twitter_url should be migrated to x_url; Has coordinates but missing city",Reverse geocode coordinates to fill city,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""],""geodata_issue"":""coords_no_city""}"
cmfps9jcd000izjeo2je99fnh,cmfpsfqvr005dzjd0jjwndcc5,NEEDS_UPDATE,70,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
cmfps9k9d000lzjeo6q0x8h1y,cmfpsfqw3005fzjd08od7szgk,NEEDS_UPDATE,85,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9kou000ozjeolpaon498,cmfpsfqwf005hzjd0rrfbykhi,NEEDS_UPDATE,70,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
cmfps9ks4000rzjeozmb3gaa3,cmfpsfqwy005jzjd0xe3aihkt,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9l3w000xzjeoppgkfqpk,cmfpsfqxq005nzjd0xzqet3rw,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9le60010zjeookwxiege,cmfpsfqy3005pzjd0asdbtpjz,NEEDS_UPDATE,65,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9lmk0013zjeo935n9ged,cmfpsfqyh005rzjd0413ov35i,NEEDS_UPDATE,65,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9lo30016zjeoawt0pgbg,cmfpsfqyt005tzjd0s6iu1yee,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9mcg0019zjeo0qnuea77,cmfpsfqz4005vzjd03q8f1gm6,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9meq001czjeog82y6ryo,cmfpsfqzh005xzjd024ewfx21,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9mg2001fzjeoz6nze3x5,cmfpsfqzt005zzjd0gv7ab6t2,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
cmfps9mmx001izjeoofpql0zn,cmfpsfr040061zjd0yyokm6dz,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
cmfps9ms3001lzjeoy1z9wmay,cmfpsfr0f0063zjd0hqjub1zw,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9mu8001ozjeopuvh69ve,cmfpsfr0r0065zjd0xvc30jdg,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9mwe001rzjeo2qa3fmie,cmfpsfr130067zjd03btcxivl,NEEDS_UPDATE,70,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9nc7001vzjeo3uus666c,cmfpsfr1f0069zjd0e4olchol,NEEDS_UPDATE,80,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
cmfps9nm1001yzjeo1hfbhgq7,cmfpsfr1q006bzjd0pkhcftk9,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
cmfps9no90021zjeo8rr692p0,cmfpsfr23006dzjd0t7x2ounf,NEEDS_UPDATE,50,"Missing key fields: about/description, phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""about/description"",""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9o6j0024zjeoetxkn8ia,cmfpsfr2h006fzjd0e82mstdz,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9o7u0027zjeovnsaldtb,cmfpsfr2t006hzjd0vydoxrzx,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9os5002azjeo2cmltl5z,cmfpsfr34006jzjd0ww6f2bex,NEEDS_UPDATE,65,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
cmfps9oxg002dzjeot1qytpmt,cmfpsfr3g006lzjd0ww29yq50,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9oyp002gzjeoay1x7aos,cmfpsfr3r006nzjd016y74bxx,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9peo002jzjeotov6y0df,cmfpsfr44006pzjd0y6shkxm0,NEEDS_UPDATE,70,"Missing key fields: phone, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""social_links"",""services""]}"
cmfps9pk4002mzjeodovmzcbs,cmfpsfr4f006rzjd0qngkz7z3,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9psn002pzjeo2q3nk67i,cmfpsfr4q006tzjd0ui3shj6o,NEEDS_UPDATE,80,"Missing key fields: services; URL issues: website_url: missing scheme, facebook_url: missing scheme, twitter_url: missing scheme, twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""website_url: missing scheme"",""facebook_url: missing scheme"",""twitter_url: missing scheme"",""twitter_url should be migrated to x_url""]}"
cmfps9pux002szjeoceq87tuv,cmfpsfr51006vzjd0l4ak3gpu,EXCEPTION,30,"Missing key fields: coordinates, about/description, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
cmfps9q1x002vzjeob7c88qw8,cmfpsfr5c006xzjd0zlrffiu1,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9qs30031zjeodx868g30,cmfpsfr5z0071zjd0j6ndomjc,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
cmfps9qvk0034zjeogdrblzow,cmfpsfr6b0073zjd0v5wzjd2c,NEEDS_UPDATE,70,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
cmfps9sd7003azjeobantg3vq,cmfpsfr700077zjd009qz1fyv,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9t40003dzjeo09uhwfxl,cmfpsfr7b0079zjd0v8gtjfkq,NEEDS_UPDATE,65,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cmfps9tv0003gzjeo4jafk9ml,cmfpsfr7p007bzjd00n3edsuz,NEEDS_UPDATE,55,"Missing key fields: about/description, social_links, services; URL issues: website_url: missing scheme",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""about/description"",""social_links"",""services""],""url_issues"":[""website_url: missing scheme""]}"
cmfps9u8c003mzjeoymbjsl7k,cmfpsfr8c007fzjd0kuooo58u,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
cmfps9utn003szjeo368cchbk,cmfpsfr91007jzjd0rof8ma2d,NEEDS_UPDATE,70,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
cmfps9uuv003vzjeo3vpywvnn,cmfpsfr9c007lzjd0h72oy6xw,NEEDS_UPDATE,75,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
cmfps9v2o003yzjeo3eoi6969,cmfpsfr9n007nzjd0ffzltwe5,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
cmfps9wad0041zjeoizwkrmxx,cmfpsfra1007pzjd06k4bkm3a,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
cmfps9xal0044zjeo44hmezd4,cmfpsfrae007rzjd0mqqz0puu,NEEDS_UPDATE,20,"Missing key fields: city, coordinates, about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""]}"
klt9nf6fp3sqfc4qt1qkvhns,g8241h7lx49vu2deernnz74d,NEEDS_UPDATE,85,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
payexwg9nzjaqgujff42enso,sg5tv4r3aigqr73k2pzuwi6c,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
uy89cjl36p5c7wsu638rn76b,zfspl2mg5u8wwubm0l0sigl1,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
xiigd1a6k8uhuvzvg97n2ow9,gz9yx0bzt1chrui7ew09t001,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
kg1mj0ehnztipdtvv8zdw9h2,a4jolvddfurz358c2465dmhq,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
psry8g90rv440r0ryrwyegdw,qi5087qfrcfib1zp74p8lenz,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
munysozfjit8belrlhmpps2j,tck6akar35d0fd82ctr2jkyv,NEEDS_UPDATE,70,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
zun28zcuzrsp5arm27x2ht74,zo88pfa5nau524bxf5xqbndp,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
d73gwjzs14qzdr7l2iyc8pc0,ddvuy0i6nilglix3n2tykg2k,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
x6gzajszhkeawhtae5hu5dqc,y1uivauflwtkl3tr91hmjqs1,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
om1vthbdg93m5fun1admc7t7,qbhhk3gtm6g24r6rv4vk95mn,NEEDS_UPDATE,75,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
y20h3qahqvjurpi1d0kmrig8,zkigezzlhywztwpyimkygdqp,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
d3oxx5i0n5dsjwdst2li5t6y,cmfpsfpyo0009zjd07d3nnxax,NEEDS_UPDATE,65,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
xytbb3zrpcwr5fs7dqzi2qle,rndr20iuibp86pp669cojbsd,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
j5vglmqb1d9rm2ys11dlmbm2,ojdi57q23dco4kejpf7rg9vu,NEEDS_UPDATE,75,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
