User ID,Studio Profile ID,Classification,Completeness Score,Reasons,Recommended Action,Metadata
zb56e0pr0yqn9o5xht2h142d,zfgaczla5axo74s3k5vtju31,NEEDS_UPDATE,75,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
qaf9oo5bsrxknt7movl9dfaq,uhoj657dlxgkywj91yh4wwh4,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
mosdx8d3p36zi1u8qssfkmpy,ovw4aqubh8tnnautis2xaveq,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
hwjkunikd0n1xg3fgrt7rvxd,avzdgv0zc18vrcndam1p0b5n,NEEDS_UPDATE,65,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
k7vlciyqu6rrsqn13e3igvgo,rcgk0404jjacjgzwkbsj3ha3,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
dk7mkzageev7ieccet63swyp,a6zj01c5kew0kb4tp7ojqwxs,NEEDS_UPDATE,85,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
zop72h4kifz90aahy0d8gcv9,glkywd33btnnm2n9sz6961nl,NEEDS_UPDATE,65,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
darz4by9ogprnjekcr2q30xo,xf2rpkd1mur8k6xk01pq7oix,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
g25dtt57l9n5w65uxmq03oa7,ba2q5qpkktv9tx12v54sve2b,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
d5u3t8571fxh5mudbc36tj7b,fdfoeafr2aa3rno9q70u941a,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
jg36u2jqyvqp11cw13blpzfz,ctij1xpjxgzkd25bkbnzh3c3,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
j1fjmkpgtxefa9nwtl9368fo,cmfpsfq1o000pzjd0pdkszrk3,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
biw2awujxw4uef7m5i5tw4e5,e9lnwickehw0wu5vm107kazy,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
kp80j5vouz6wshnbuwc6db1g,j47nq08b12tzvf1tyair88yv,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
fjhk10egup0hyex8848cg00e,po1g52zbt2weexfgife9gmfr,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
w1rrwozho58g74p6wkvi0xwg,d1iyydjcafoypvksbrpxt7o6,NEEDS_UPDATE,85,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
t9rl4hz06oywuizweci2ie1r,eka9vkbuv9fh5bkicjpvj756,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
a20yenatf5yua3uvr3mi6h6a,ipxsekjxkw2nqftao24xefcq,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
lem8nnzny47awv6siw2faspn,e82qzkxizt8j9hq241lemqr7,EXCEPTION,55,"Missing key fields: coordinates, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
op3s4opa37x8lk6uozqgbs4j,et3fumlf3t1yh1o1lfcaz1b6,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
vphp3xnaseku8nbbfrtsh36h,ogs9uhhad02ox69wjxjxasvn,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
szmnkoag9ncf758r05fbbzz4,j4uhc1nuube151ikdqi53orr,NEEDS_UPDATE,85,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
vr0ecxdwcnvas8ue3bulcy4q,hu6rs6gh1duypiy6x90ak2r0,NEEDS_UPDATE,75,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
hfvkfj2xc1ykoaszorvqe7qz,jwxi60sa12hxhilgjogs5bxi,EXCEPTION,55,"Missing key fields: coordinates, website, services; URL issues: twitter_url should be migrated to x_url; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""website"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""],""geodata_issue"":""address_no_coords""}"
vrup52rwricaxpr6u8huy4hl,org223040rld2ksmsprgx4x8,EXCEPTION,55,"Missing key fields: coordinates, website, services; URL issues: twitter_url should be migrated to x_url; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""website"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""],""geodata_issue"":""address_no_coords""}"
zdye8dreml8kzncpuu2zq8ew,zfub1aei154azmbbmm8g3izi,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
nv8psezvg0roaopzf06up7o0,iklxgfumc4jrg0a5f1zgpdzb,NEEDS_UPDATE,65,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
s9fyu8w25hhpihrz1exppnpx,v78nce8m5la1nys9rdz9eu7b,NEEDS_UPDATE,65,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
yaphltmjhb5j9c8qf414nrm4,v5igtwwo6amwaa4cqwd0uugz,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
b7bd8vt4slw769u3fi3mwmnr,bfypo9q1d7rgbawpf32z0z5u,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
b49i7501rn972jkn9cefycwu,iquko7oi2fwwqe4a91jbgq7g,NEEDS_UPDATE,75,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
n9qyajv901gk4zmb52mfvyjs,mkbw31mfq95dlvhijp2fdbdk,NEEDS_UPDATE,70,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
pibsrpvuyhyqfk3jz1ekv1z4,az3v4w9o34e7fpcjtvw8c6nu,NEEDS_UPDATE,65,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
cd9qvig5i8a9dbjan329k144,avc21y8k9q642g6uim36equs,NEEDS_UPDATE,75,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
t6ug4brafic0v2ki65d0oa93,p01vlnz3g2ghxg27892rd2o4,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
x4bal6ya2g4lyrjqiel7rgbl,qo10xccdq377xtnxwnpvozfn,NEEDS_UPDATE,65,"Missing key fields: phone, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""]}"
bg1j1sstb1uc1m59y9wtl25e,nzr4fmbp6ti8xg0ld8su5tyh,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
feohizqyqtb10wccqr5pu4nm,iasmruts9bkdkq04tv6fgyq0,NEEDS_UPDATE,65,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
h9ypamxxfdp6kp6xwwf3i49n,pskjir5vj6fquqcg10zmsrhy,NEEDS_UPDATE,85,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
gsaa2ibv8vgf0fykn6hzr349,cohpmiqm97fj9gelrkp2tjgk,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
yrrwj5gnogd9u7lejxfgicg9,h53q9rt1z8dox84nukg6iqo5,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
mh857ojq00z24xun2r643ysy,d1xtr25rwdtkjfeeg570fj57,NEEDS_UPDATE,55,"Missing key fields: about/description, website, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""about/description"",""website"",""services""]}"
y2rt31p4p25qxvsdkl9wflr6,xnsxsh817jdm32uays65z7fc,EXCEPTION,45,"Missing key fields: coordinates, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
bqrxku4kh8yfliqaeh3db5ue,cmfpsfq1z000rzjd00wm76opk,NEEDS_UPDATE,40,"Missing key fields: about/description, phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""about/description"",""phone"",""website"",""social_links"",""services""]}"
llwhwi14ywuhno314o9ln6ou,qhfslstjsi81anybzqn5wqfy,NEEDS_UPDATE,65,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
p9n03ki5sx4vczeuijlzjr92,f3tftozn76wm59ugjeruyuve,NEEDS_UPDATE,65,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
x6m5qwhl5tcjjpdh3krkep4o,zqv5e5rpzgxmt0jqfia5phxc,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
uga3h4y47uano3b1fp4kxrhi,msp4xjyv2c8vneim9dvwxw0x,EXCEPTION,50,"Missing key fields: coordinates, website, services; URL issues: twitter_url should be migrated to x_url; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""website"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""],""geodata_issue"":""address_no_coords""}"
uil14wnfoq0jxjphr1mfbayz,etl2zqvjfd0djzvi3yyp2ujr,NEEDS_UPDATE,65,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
px4upa0ypv7ob9ux6jfcix52,cmfpsfq2b000tzjd0lnhlzkf0,EXCEPTION,30,"Missing key fields: coordinates, about/description, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
r30m1nd7gvfyazxos9i79j69,kcrb4greipyt2aaykz31ao7h,NEEDS_UPDATE,65,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
wlc1ilokcne0f7x2z4h0vt7d,bcdi88xtytfn1qmy7iowvg3z,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
vhqgz2hw424e5g3qvekip24u,hvsfl7wq833c9mcq7ipegxrl,NEEDS_UPDATE,65,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
twvrlix1x22ecybia618vlcs,cmfpsfq2n000vzjd0kbv2n640,EXCEPTION,30,"Missing key fields: coordinates, about/description, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
aplkqp25diwkfbhk2uaseccq,xsk57ngv8j1djvmuoo1jdqa1,NEEDS_UPDATE,70,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
ioqes3s6gil8xz2s1g34c0bs,dzoxed0ebot7q659rwi9nsdx,EXCEPTION,50,"Missing key fields: coordinates, website, services; URL issues: twitter_url should be migrated to x_url; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""website"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""],""geodata_issue"":""address_no_coords""}"
fsy2ai3n4n0ktyvkmtsna83k,pw9prip5zeu87jihdut2bo5d,EXCEPTION,60,"Missing key fields: city, phone, services; Has coordinates but missing city",Reverse geocode coordinates to fill city,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""city"",""phone"",""services""],""geodata_issue"":""coords_no_city""}"
xu15rq2szxfkijqlosy5pg41,cmfpsfq2z000xzjd0ithup9mv,EXCEPTION,30,"Missing key fields: coordinates, about/description, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
e76n6nxa4j4t83ubrac6zyf2,glm63bvqg495e1896jcoh240,NEEDS_UPDATE,65,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
yeo7bevnsk32trc9t1g5xhsy,n5c65twk4zbhh50nctek8jvr,EXCEPTION,55,"Missing key fields: coordinates, website, services; URL issues: twitter_url should be migrated to x_url; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""website"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""],""geodata_issue"":""address_no_coords""}"
mg2qa76rf2dza3t4cgqqfn41,gi0mdiru5ayxiwqh42kx0qyb,NEEDS_UPDATE,65,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
kizw6ncm72e078nomhopfj0o,e6euqdbu3b163c3zwdy28k6o,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
zsdpcb0tyoih48h3hbzzfpp4,cmfpsfq3z0013zjd0zy6gdxxi,EXCEPTION,30,"Missing key fields: coordinates, about/description, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
syhlcrlxegig03m6u3u6xoic,jon8l405kxyhbofdpe3c7zlk,NEEDS_UPDATE,80,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
cvk2vvpyu8w5vfa6womj0p36,cmfpsfq3b000zzjd0b5ugsw8y,EXCEPTION,30,"Missing key fields: coordinates, about/description, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
vqb078bune7v2oflqa2wrswz,cmfpsfq3m0011zjd0vfr8kb59,NEEDS_UPDATE,65,"Missing key fields: phone, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
hkoibtpo27zcawak074ca8p0,asmnk05nc27knhlu8j8as5sv,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
vem55ogagpmaqj4fnh386wux,p8aqx231wuwaoszfgkif3tfc,NEEDS_UPDATE,70,"Missing key fields: social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""social_links"",""services""]}"
hpqdfjjdiap3fx90n10s0rhi,fljehhggdbo23y4asnybeqpa,NEEDS_UPDATE,80,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
csfbp44cn92fwk67ipjpnqdk,f4nbhz2hmjg4aid4f4aig651,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
gww1iphr1vhiyvcj1rfv5667,fty3z59s281zf20x6b1n9uls,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
khw5hxpckv838bytq8sereek,qr9x3u8vzbf5r6ypg0js8hu9,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
jk33dg3puwilyndajvpf51nm,ep6cy0l0pa7edzhbiqg7zh6w,NEEDS_UPDATE,55,"Missing key fields: about/description, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""about/description"",""social_links"",""services""]}"
lqwulf2key2y0kteawddk2lp,ciip6th5jum9tc40lccqkgum,NEEDS_UPDATE,75,Missing key fields: services,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""]}"
k86vhkh5shj5idm2d3v34ecu,xn0aa0iarmbfn0wzwdh99k5v,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
lm1noa41d5lslvqefppnfoyx,mn67t6ro1c2p9jou9fssoc58,NEEDS_UPDATE,60,"Missing key fields: about/description, services; URL issues: twitter_url should be migrated to x_url",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""about/description"",""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
vfg9e2gwvik1ddyufjytqo8a,jjsrbn231a577p34wnr2mody,EXCEPTION,45,"Missing key fields: coordinates, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
g98gsv3cqwlxidtfvm08z48y,ter193j7yxtoipbsfnjfqbgh,NEEDS_UPDATE,70,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
ytut2zl4v2h5feqg278jdjj5,cmfpsfq4a0015zjd05vsdi6il,EXCEPTION,30,"Missing key fields: coordinates, about/description, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
l9j9ybjvrtj4t8mspbk7i5pc,cmfpsfq4m0017zjd0750909q5,EXCEPTION,30,"Missing key fields: coordinates, about/description, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
d3diskd7o1frh4ip748yh44o,cmfpsfq4y0019zjd007iyotea,EXCEPTION,35,"Missing key fields: coordinates, about/description, phone, website, social_links, services; Has city/address but missing coordinates",Geocode address to get coordinates,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""coordinates"",""about/description"",""phone"",""website"",""social_links"",""services""],""geodata_issue"":""address_no_coords""}"
jwgz3svy0xlhtkcoy9vbatuq,ce7spk95zkaevb4cvwkvuwum,NEEDS_UPDATE,50,"Missing key fields: phone, website, social_links, services",Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""phone"",""website"",""social_links"",""services""]}"
qi3gqkx9z6xbcfmaue0l1982,y4f1txemzzjlnuu1cwu5el81,NEEDS_UPDATE,75,Missing key fields: services; URL issues: twitter_url should be migrated to x_url,Enrich profile with missing data,"{""account_age_days"":119,""has_activity"":false,""has_studio_profile"":true,""missing_fields"":[""services""],""url_issues"":[""twitter_url should be migrated to x_url""]}"
